X,Y,id,Oznaka,Materijal,Visina1,Visina2,Visina3,icon_url
14.8001072288215,45.3739772039124,,KP14-RO2a,,,,,./0.png
14.7986513498877,45.3724755925921,,KP11-RO1,,,,,./0.png
14.7987247543602,45.3742255027892,,KP11-RO8,,,,,./0.png
14.7984378325875,45.3741625112063,,KP11-RO7,,,,,./0.png
14.7988798903743,45.3739284038677,,KP11-RO6a,,,,,./0.png
14.7988841576956,45.3739119190525,,KP11-RO6b,,,,,./0.png
14.7986566461988,45.3736569407874,,KP11-RO5a,,,,,./0.png
14.7987129110932,45.3736258245256,,KP11-RO5b,,,,,./0.png
14.7990288792389,45.373432670423,,KP11-RO5c,,,,,./0.png
14.7987493453292,45.3732599033328,,KP11-RO4b,,,,,./0.png
14.7986241888376,45.373241952844,,KP11-RO4a,,,,,./0.png
14.7986000604672,45.3729846953484,,KP11-RO3,,,,,./0.png
14.8015811720919,45.3766130468906,,KP2-RO24,,,,,./0.png
14.7988468682889,45.3745439050677,,KP2-RO11,,,,,./0.png
14.7991266440134,45.3744811732506,,KP2-RO12,,,,,./0.png
14.7999425586024,45.3746320889957,,,,,,,./0.png
14.8012045897835,45.3750740335902,,KP2-RO18,,,,,./0.png
14.8013227977207,45.3746992470528,,KP10-RO2,,,,,./0.png
14.8013022540069,45.3744045725376,,KP10-RO3,,,,,./0.png
14.8006094397194,45.3743457602498,,KP9-RO3,,,,,./0.png
14.7999359834726,45.3743141514373,,KP8-RO2,,,,,./0.png
14.7995345330963,45.3744192383793,,KP8-RO1b,,,,,./0.png
14.7995230306067,45.3744560676867,,KP8-RO1a,,,,,./0.png
14.7999287855269,45.3730520951571,,KP12-RO1,,,,,./0.png
14.7994521409193,45.3737291729786,,KP12-RO3,,,,,./0.png
14.7996224810548,45.3738173465617,,KP12-RO4c,,,,,./0.png
14.7994418494291,45.3738752893869,,KP12-RO4b,,,,,./0.png
14.7994362029261,45.3739094726431,,KP12-RO4a,,,,,./0.png
14.7996479696242,45.3740357911542,,KP12-RO5c,,,,,./0.png
14.7996239864833,45.3740618727023,,KP12-RO5b,,,,,./0.png
14.7993954027548,45.3740786122353,,KP12-RO5a,,,,,./0.png
14.7947672456619,45.3722860413118,,KP7-RO1n,,,,,./0.png
14.7955946816177,45.3730805517297,,KP7-RO1,,,,,./0.png
14.7958128279869,45.3733196275444,,KP7-RO2,,,,,./0.png
14.7954823039448,45.3739863467215,,KP19-RO2a,,,,,./0.png
14.7954650715673,45.3740903007149,,KP19-RO2b,,,,,./0.png
14.7960003448755,45.3741399873896,,KP7-RO8,,,,,./0.png
14.7962171401111,45.3743580443,,KP7-RO9,,,,,./0.png
14.7964571885556,45.3746199273856,,KP7-RO10,,,,,./0.png
14.7967059274483,45.3746227387826,,KP7-RO11,,,,,./0.png
14.7969176717099,45.3746459756597,,KP7-RO,,,,,./0.png
14.7970676452917,45.3763233451791,,KP2-RO1a,,,,,./0.png
14.7972191323984,45.3757049292786,,KP2-RO4,,,,,./0.png
14.7949069234449,45.3789746693855,,KP1-RO8,,,,,./0.png
14.7934093601705,45.3792655212133,,KP1-RO3a,,,,,./0.png
14.793455209699,45.3794035928737,,KP1-RO3b,,,,,./0.png
14.7928415903538,45.3796292577063,,KP1-RO1,,,,,./0.png
14.7954081054302,45.3796938571301,,KP4-RO5,,,,,./0.png
14.7958194559631,45.3798641498974,,KP4-RO8c,,,,,./0.png
14.7960223398559,45.3798880979996,,KP4-RO8a,,,,,./0.png
14.7959242696074,45.3799786979761,,KP4-RO8b,,,,,./0.png
14.7960018627787,45.3801438126822,,KP5-RO1a,,,,,./0.png
14.7959843838482,45.380310031757,,KP5-RO2,,,,,./0.png
14.7961245547567,45.3804221370858,,KP5-RO3a,,,,,./0.png
14.7961543267792,45.3804315018491,,KP5-RO3b,,,,,./0.png
14.7963541366948,45.3803172207886,,KP6-RO1,,,,,./0.png
14.7963171396481,45.380163102298,,KP5-RO1b,,,,,./0.png
14.7963438343236,45.3798493674833,,KP4-RO9a,,,,,./0.png
14.7964324489862,45.3799843030214,,KP4-RO10b,,,,,./0.png
14.7966154617874,45.379816559845,,KP4-RO10a,,,,,./0.png
14.7972712441565,45.3800674629694,,KP4-RO12,,,,,./0.png
14.79713059903,45.3803925743214,,KP4-RO14,,,,,./0.png
14.796969052039,45.3807189454308,,KP4-RO15,,,,,./0.png
14.7915046565287,45.3842629794873,,SKP1-RO2,,,,,./0.png
14.7904639024432,45.3845345209564,,SKP1-RO6,,,,,./0.png
14.7902676433279,45.3846269425033,,SKP1-RO7,,,,,./0.png
14.7903220985893,45.3847517261437,,SKP1-RO8,,,,,./0.png
14.7898009340531,45.384955313912,,SKP1-RO10,,,,,./0.png
14.7894829542326,45.3856915016394,,SKP1-RO15,,,,,./0.png
14.7918416994371,45.3851303654883,,SKP2-RO37a,,,,,./0.png
14.7915674813551,45.3851106276421,,SKP2-RO36a,,,,,./0.png
14.7908937522483,45.3853394464478,,SKP2-RO33a,,,,,./0.png
14.7905265037603,45.385705316043,,SKP2-RO31a,,,,,./0.png
14.7901761701224,45.3860011808295,,SKP2-RO30a,,,,,./0.png
14.7901394535438,45.3863279967826,,SKP7-RO2a,,,,,./0.png
14.7903716640629,45.3864417992925,,SKP7-RO3a,,,,,./0.png
14.7906294635193,45.386234851908,,SKP7-RO4b,,,,,./0.png
14.790726249292,45.3863162730111,,SKP7-RO4a,,,,,./0.png
14.7909521516845,45.3861049288705,,SKP7-RO5a,,,,,./0.png
14.79116880112,45.3860595085007,,SKP7-RO5b,,,,,./0.png
14.7912723326261,45.3857463641199,,SKP7-RO7a,,,,,./0.png
14.7914357302166,45.385867142433,,SKP7-RO7a,,,,,./0.png
14.791573660229,45.3857015760362,,SKP7-RO8b,,,,,./0.png
14.7914658686662,45.3855830541086,,SKP7-RO8a,,,,,./0.png
14.7898177558277,45.3868354413255,,SKP2-RO25b,,,,,./0.png
14.7898286355204,45.3868605642154,,SKP2-RO25a,,,,,./0.png
14.7898470535469,45.3872752023176,,SKP2-RO22a,,,,,./0.png
14.7899557454602,45.3873736618081,,SKP2-RO22b,,,,,./0.png
14.7900996986534,45.3875329193987,,SKP2-RO21a,,,,,./0.png
14.7902610388814,45.3874976494208,,SKP2-RO21b,,,,,./0.png
14.7903440831333,45.3878035391979,,SKP2-RO20a,,,,,./0.png
14.7905331380099,45.38784288632,,SKP2-RO20b,,,,,./0.png
14.7904449886968,45.3879299140367,,SKP2-RO19a,,,,,./0.png
14.7909680697837,45.3890265158607,,SKP2-RO14a,,,,,./0.png
14.7909063420553,45.3890999634281,,SKP5-RO1a,,,,,./0.png
14.7905182149034,45.3892802313033,,SKP5-RO3a,,,,,./0.png
14.7903448248348,45.3890199486961,,SKP6-RO7a,,,,,./0.png
14.7902641591671,45.3888545790105,,SKP6-RO6a,,,,,./0.png
14.7901041993013,45.3886501898108,,SKP6-RO5a,,,,,./0.png
14.7899783638853,45.3884897822955,,SKP6-RO3a,,,,,./0.png
14.7901039125829,45.3884119686676,,SKP6-RO3a,,,,,./0.png
14.7902091024022,45.3884864976844,,SKP6-RO3a,,,,,./0.png
14.7906627536717,45.3884560761851,,SKP6-RO1a,,,,,./0.png
14.7906442582833,45.3883739389377,,SKP6-RO1b,,,,,./0.png
14.7913461878924,45.3890086105437,,SKP2-RO14b,,,,,./0.png
14.7911702351619,45.3888216932701,,SKP2-RO15a,,,,,./0.png
14.7910945453134,45.3886404722932,,SKP2-RO16a,,,,,./0.png
14.7909404096685,45.3886937145854,,SKP2-RO16B,,,,,./0.png
14.7932793525314,45.3909218311398,,SKP2-RO4b,,,,,./0.png
14.793203113279,45.3908546993562,,SKP2-RO4a,,,,,./0.png
14.7929494993141,45.3908389694064,,SKP2-RO5b,,,,,./0.png
14.7929362675602,45.3908276976203,,SKP2-RO5a,,,,,./0.png
14.7926585364245,45.3906286095831,,SKP2-RO6b,,,,,./0.png
14.7928125034115,45.3904359263378,,SKP2-RO6a,,,,,./0.png
14.7924058623851,45.3903386451842,,SKP2-RO7a,,,,,./0.png
14.7923953181693,45.3902098524332,,SKP2-RO8a,,,,,./0.png
14.7921955624599,45.3898538785909,,SKP2-RO9a,,,,,./0.png
14.7919790177,45.3896191337167,,SKP4-RO1a,,,,,./0.png
14.7921276488822,45.3896730358535,,SKP4-RO1b,,,,,./0.png
14.792136419351,45.3895619237701,,SKP4-RO2a,,,,,./0.png
14.7920896986904,45.3893962778314,,SKP4-RO2b,,,,,./0.png
14.7913047977059,45.3905448158713,,SKP21-RO1d,,,,,./0.png
14.791267624934,45.390278330135,,SKP21-RO1a,,,,,./0.png
14.7912929493479,45.3902649086263,,SKP21-RO1b,,,,,./0.png
14.7913874507802,45.3902077116539,,SKP21-RO1c,,,,,./0.png
14.7910675500795,45.3903032530303,,SKP3-RO3a,,,,,./0.png
14.7908982751406,45.3900607920639,,SKP22-RO1a,,,,,./0.png
14.7912532365619,45.3898657434594,,SKP3-RO2a,,,,,./0.png
14.791584417855,45.389805065743,,SKP3-RO1a,,,,,./0.png
14.7917185531796,45.3899478307889,,SKP3-RO1b,,,,,./0.png
14.7914231569266,45.389497889675,,SKP2-RO11a,,,,,./0.png
14.7973155463877,45.3912413927856,,,,,,,./0.png
14.7968865412186,45.3912197544983,,SKP24-RO1,,,,,./0.png
14.7961210449915,45.3912202917197,,SKP24-RO3,,,,,./0.png
14.7947373735598,45.3911558251742,,SKP24-RO7,,,,,./0.png
14.7975534836602,45.3917176879045,,SKP14-RO10,,,,,./0.png
14.7937157559736,45.3915807220222,,SKP10-RO1a,,,,,./0.png
14.7915516218785,45.3912922193132,,SKP10-RO3a,,,,,./0.png
14.8085960203685,45.406010651953,,SK15-KP2,,,,,./0.png
14.8066147075775,45.395505972791,,SKP23-RO2,,,,,./0.png
14.8063795255806,45.3955386820709,,SKP23-RO1,,,,,./0.png
14.8058725891766,45.395511368122,,SKP9-RO7,,,,,./0.png
14.8068945753354,45.395836164036,,SKP9-RO3,,,,,./0.png
14.8077878962191,45.3962321049999,,SKP8-RO1,,,,,./0.png
14.8079342945989,45.39648854316,,SKP8-RO2,,,,,./0.png
14.8079727204205,45.3968473820279,,SKP8-RO3,,,,,./0.png
14.8080397945082,45.3969596654971,,SKP8-RO4,,,,,./0.png
14.8083000501429,45.3972215560372,,SKP8-RO5,,,,,./0.png
14.8083651021836,45.3973179328333,,SKP8-RO6b,,,,,./0.png
14.8083968376658,45.397361776551,,SKP8-RO6a,,,,,./0.png
14.8087029393789,45.3977037702991,,SKP8-RO8,,,,,./0.png
14.7948460428685,45.3922160762233,,SKP16-RO4,,,,,./0.png
14.7954264502076,45.3925007725572,,SKP18-RO1,,,,,./0.png
14.793497226557,45.3933991494744,,SKP11-RO9,,,,,./0.png
14.7935939720992,45.3932072864155,,SKP11-RO8,,,,,./0.png
14.7937166059674,45.3927035736406,,SKP11-RO6,,,,,./0.png
14.7937872993232,45.392100998263,,SKP11-RO3,,,,,./0.png
14.7938538056065,45.3919465228207,,SKP11-RO2,,,,,./0.png
14.7934115799173,45.3921599430844,,SKP13-RO2,,,,,./0.png
14.7936817204892,45.3923247082255,,SKP12-RO1b,,,,,./0.png
14.7935972387883,45.3924290014055,,SKP12-RO1a,,,,,./0.png
14.7918170894566,45.3930303278099,,SKP12-RO8a,,,,,./0.png
14.7919630548143,45.3930677776738,,SKP12-RO8b,,,,,./0.png
14.7921477430947,45.3931895536555,,SKP20-RO1a,,,,,./0.png
14.7922144291436,45.3930422889116,,SKP12-RO7,,,,,./0.png
14.7923723334011,45.3928522243498,,SKP12-RO6a,,,,,./0.png
14.7924630273787,45.3927943133059,,SKP12-RO6b,,,,,./0.png
14.7925108733216,45.3926542881383,,SKP12-RO5a,,,,,./0.png
14.7925307391764,45.3926448423817,,SKP12-RO5b,,,,,./0.png
14.7926559399161,45.3926903843858,,SKP12-RO5c,,,,,./0.png
14.7928696706607,45.3925864494078,,SKP12-RO4a,,,,,./0.png
14.7928653745603,45.3924779503982,,SKP12-RO4b,,,,,./0.png
14.7931790683945,45.3924674725005,,SKP12-RO3,,,,,./0.png
14.793221707578,45.3923585667534,,,,,,,./0.png
14.7996997285757,45.3933875330977,,,,,,,./0.png
14.7997520353067,45.3935963001755,,,,,,,./0.png
14.8002361875173,45.3937544050581,,,,,,,./0.png
14.8006126682563,45.3936723894393,,,,,,,./0.png
14.8007527206014,45.3943320018469,,,,,,,./0.png
14.8024756558614,45.3944936459421,,,,,,,./0.png
14.8035271812453,45.3946835022576,,,,,,,./0.png
14.8012756519555,45.3940875371608,,,,,,,./0.png
14.8027683310426,45.3969578342555,,,,,,,./0.png
14.7954831841517,45.3930095629388,,,,,,,./0.png
14.7957659568876,45.3930583472309,,,,,,,./0.png
14.7970422518693,45.3924467065754,,,,,,,./0.png
14.796381878299,45.3921207424274,,,,,,,./0.png
14.7960257184293,45.392127058381,,,,,,,./0.png
14.7946535936698,45.3916999002769,,,,,,,./0.png
14.7977058237952,45.3931442826858,,,,,,,./0.png
14.7977703312129,45.3930839474638,,,,,,,./0.png
14.7981033942461,45.3932395466499,,,,,,,./0.png
14.798214493371,45.3933344418604,,,,,,,./0.png
14.7987321280418,45.3935221484703,,,,,,,./0.png
14.7987437874189,45.3937216844658,,,,,,,./0.png
14.7988609393052,45.3936435770485,,,,,,,./0.png
14.7991662421558,45.3942200057136,,,,,,,./0.png
14.7991520982894,45.3937534818969,,,,,,,./0.png
14.7993148784122,45.39390389331,,,,,,,./0.png
14.7993591320163,45.3938806979789,,,,,,,./0.png
14.798863430572,45.3938752246493,,,PVC,,,,./0.png
14.7989313535822,45.3939400667064,,,PVC,,,,./0.png
14.7993240887084,45.3942747489567,,,PVC,,,,./0.png
14.7994092893486,45.3943742465028,,,PVC,,,,./0.png
14.7995358092865,45.394461164598,,,PVC,,,,./0.png
14.7997107310839,45.3943651063218,,,PVC,,,,./0.png
14.7996707144405,45.3942928079381,,,PVC,,,,./0.png
14.7999423264896,45.3945331129298,,,PVC,,,,./0.png
14.7995129100217,45.394690322038,,,BETONSKO,,,,./0.png
14.7996859098502,45.3946502252553,,,,,,,./0.png
14.799816903693,45.3946568787266,,,,,,,./0.png
14.7999518507155,45.3950053866005,,,PVC,,,,./0.png
14.7999702689685,45.3950657423982,,,PVC,,,,./0.png
14.8001246418835,45.3949762511749,,,BETONSKO,,,,./0.png
14.797679503,45.375101351,,,,,,,./0.png
14.798216219,45.374894378,,,PVC,,,,./0.png
14.8005027743865,45.3953715640203,,,,,,,./0.png
14.8006286504644,45.3955785417656,,,,,,,./0.png
14.800696371013,45.3956934180197,,,,,,,./0.png
14.8005987251153,45.3950523438959,,,,,,,./0.png
14.8008717372355,45.3953265670605,,,BETONSKO,,,,./0.png
14.8008438833956,45.3953416436519,,,BETONSKO,,,,./0.png
14.8007454373574,45.3958266300822,,,,,,,./0.png
14.8009001002828,45.395736436795,,,,,,,./0.png
14.8009131533201,45.3957621614532,,,,,,,./0.png
14.8008745712348,45.3960172527631,,,,,,,./0.png
14.8010313727254,45.3959934685787,,,,,,,./0.png
14.8009635669671,45.3958424416394,,,,,,,./0.png
14.800908080069,45.3961149059852,,,,,,,./0.png
14.800977359076,45.3962626688343,,,BETONSKO,,,,./0.png
14.8010427266341,45.3963807404694,,,,,,,./0.png
14.8008889975694,45.3964377267606,,,BETONSKO,,,,./0.png
14.8011509025531,45.3965195777748,,,,,,,./0.png
14.8011812083576,45.3965682354553,,,,,,,./0.png
14.8011905913043,45.3966465907938,,,,,,,./0.png
14.8013119878738,45.3968576544531,,,,,,,./0.png
14.801205382214,45.3968836868452,,,,,,,./0.png
14.802049766829,45.3976808323335,,,,,,,./0.png
14.8016545989702,45.3975566336822,,,,,,,./0.png
14.8015871340664,45.3974571740271,,,,,,,./0.png
14.8014499227435,45.3974761630452,,,,,,,./0.png
14.801486042996,45.3974985788144,,,,,,,./0.png
14.8014642621643,45.3972289825344,,,,,,,./0.png
14.8014275643236,45.3970457416259,,,,,,,./0.png
14.8016443697566,45.3978644472408,,,BETONSKO,,,,./0.png
14.8018337193013,45.3979328920174,,,,,,,./0.png
14.8008094011138,45.3974851287462,,,,,,,./0.png
14.8007733303184,45.3974047923772,,,,,,,./0.png
14.8008123919362,45.3977368991301,,,BETONSKO,,,,./0.png
14.801171760496,45.3975962626108,,,,,,,./0.png
14.8022242640996,45.398076453918,,,,,,,./0.png
14.8023038635925,45.398150956496,,,,,,,./0.png
14.802608211233,45.398687409454,,,BETONSKO,,,,./0.png
14.8020795878271,45.3983332171451,,,,,,,./0.png
14.8020354424099,45.3982749067644,,,,,,,./0.png
14.8024568851345,45.3988101261541,,,,,,,./0.png
14.8025163696527,45.3988837702275,,,,,,,./0.png
14.8026929323775,45.3991311035595,,,,,,,./0.png
14.8025305406001,45.3991956477038,,,,,,,./0.png
14.8028803585917,45.3993401180375,,,,,,,./0.png
14.8027272003005,45.3994160803823,,,,,,,./0.png
14.80303540411,45.399531168232,,,,,,,./0.png
14.8032970534989,45.3998493763009,,,,,,,./0.png
14.8033748678343,45.3999538058415,,,,,,,./0.png
14.8034675238896,45.4000511514986,,,,,,,./0.png
14.8035724753576,45.40017623453,,,,,,,./0.png
14.803790277339,45.4005694089058,,,,,,,./0.png
14.8038751403647,45.4005309448813,,,,,,,./0.png
14.8039484768758,45.4006007207544,,,,,,,./0.png
14.804115662138,45.4007634522687,,,,,,,./0.png
14.8042841654528,45.4008996031076,,,,,,,./0.png
14.8041443861676,45.4003086981564,,,,,,,./0.png
14.804250546416,45.4006077127557,,,,,,,./0.png
14.8046718726527,45.4010409123337,,,,,,,./0.png
14.8047008863167,45.4011107026703,,,,,,,./0.png
14.8047321540619,45.4011562898569,,,,,,,./0.png
14.8044366701108,45.4012772742078,,,,,,,./0.png
14.8048862238891,45.4012630070658,,,,,,,./0.png
14.804613463675,45.401462770385,,,,,,,./0.png
14.804740748867,45.4013592288777,,,,,,,./0.png
14.8048813901174,45.4014821213268,,,,,,,./0.png
14.805075419746,45.4014454638775,,,,,,,./0.png
14.8049635123441,45.4015609102512,,,,,,,./0.png
14.8051428232133,45.4017243986172,,,,,,,./0.png
14.805006823485,45.4017907387544,,,,,,,./0.png
14.8052829758318,45.4018638116542,,,,,,,./0.png
14.805638639522,45.4019646585675,,,,,,,./0.png
14.8057349508764,45.4020786563885,,,,,,,./0.png
14.805909191097,45.4020206278971,,,,,,,./0.png
14.8063174530924,45.4019189631403,,,,,,,./0.png
14.8057950825766,45.4022015021272,,,,,,,./0.png
14.8058422319025,45.4022728524773,,,,,,,./0.png
14.8058709574517,45.4023151954697,,,,,,,./0.png
14.8054647969078,45.4022825859286,,,,,,,./0.png
14.8055962264467,45.4024552953083,,,,,,,./0.png
14.805644502595,45.4025962589655,,,BETONSKO,,,,./0.png
14.805719262332,45.4027499453748,,,,,,,./0.png
14.8059442393286,45.4030060716197,,,,,,,./0.png
14.8061765832531,45.4031265391047,,,,,,,./0.png
14.8062768682688,45.4032559014145,,,,,,,./0.png
14.806191585954,45.4034472516175,,,,,,,./0.png
14.8064599693192,45.403334316287,,,,,,,./0.png
14.8063618866987,45.4033424167556,,,,,,,./0.png
14.806403311133,45.4035059195898,,,,,,,./0.png
14.8062990858922,45.4028598962211,,,,,,,./0.png
14.8065058480131,45.4029085759449,,,,,,,./0.png
14.8063564677958,45.4029654592062,,,,,,,./0.png
14.8064591444493,45.4030868461357,,,,,,,./0.png
14.8065588902071,45.4032062483068,,,,,,,./0.png
14.8066814130278,45.4033520552107,,,,,,,./0.png
14.8067167502032,45.403388775765,,,,,,,./0.png
14.7136871336345,45.3055144029998,,,,,,,./0.png
14.8065662619444,45.4038606580325,,,,,,,./0.png
14.8064212559139,45.403941674659,,,,,,,./0.png
14.8070178269072,45.4039001090309,,,,,,,./0.png
14.8071470984714,45.4037874163595,,,,,,,./0.png
14.8073460006495,45.4039372826208,,,,,,,./0.png
14.8074272252516,45.4041712985987,,,,,,,./0.png
14.806997686227,45.4044184998265,,,,,,,./0.png
14.8070973377077,45.4045669676556,,,,,,,./0.png
14.8071199668941,45.404295779769,,,,,,,./0.png
14.8075087225069,45.4048188126525,,,,,,,./0.png
14.807762649971,45.4055512031404,,,,,,,./0.png
14.808793229945,45.4061110239999,,,,,,,./0.png
14.8085960203685,45.406010651953,,,,,,,./0.png
14.8047324875835,45.3942817423894,,,,,,,./0.png
14.7941887385742,45.4036397137782,,,,,,,./0.png
14.7947841071536,45.4023376843623,,,,,,,./0.png
14.7929782408871,45.4018593038859,,,,,,,./0.png
14.7963153611062,45.3978830858133,,,,,,,./0.png
14.7965805254466,45.396871634388,,,,,,,./0.png
14.7977417982532,45.3986370288361,,,,,,,./0.png
14.7960414784193,45.4010576802078,,,,,,,./0.png
14.7961388235353,45.4003180945821,,,,,,,./0.png
14.7973493715155,45.3998330370544,,,,,,,./0.png
14.7999183713089,45.3986354400974,,,,,,,./0.png
14.799736204541,45.3982061920188,,,,,,,./0.png
14.7992627311091,45.3983162134627,,,,,,,./0.png
14.7989754756517,45.3972094205723,,,,,,,./0.png
14.7990649877987,45.3973208973972,,,,,,,./0.png
14.7991791825499,45.397452628803,,,,,,,./0.png
14.7995516422763,45.3976142124203,,,,,,,./0.png
14.7997514072605,45.3972693893468,,,,,,,./0.png
14.7970902810267,45.3951796627214,,,,,,,./0.png
14.7976216372117,45.3965522307736,,,,,,,./0.png
14.7978420803579,45.3967354899754,,,,,,,./0.png
14.7982675372325,45.3974160998861,,,,,,,./0.png
14.798605994174,45.3976295519751,,,,,,,./0.png
14.7974595044427,45.3970598568731,,,,,,,./0.png
14.8042240849175,45.4012603108327,,,,,,,./0.png
14.8043532886451,45.4013169528641,,,,,,,./0.png
14.8043936944523,45.4014171787641,,,,,,,./0.png
14.8041259651105,45.4013403242428,,,,,,,./0.png
14.803789173827,45.4012136779268,,,,,,,./0.png
14.8036977476622,45.4011667283154,,,,,,,./0.png
14.8034695056643,45.4010483646383,,,,,,,./0.png
14.8034084233541,45.4009066183871,,,,,,,./0.png
14.8032669058964,45.4009405860191,,,,,,,./0.png
14.8032952972997,45.4008554919963,,,,,,,./0.png
14.8030400744287,45.4007832456525,,,,,,,./0.png
14.8031145323691,45.4007123716414,,,,,,,./0.png
14.8029350216372,45.4007247536091,,,,,,,./0.png
14.8028424764546,45.4005536606802,,,,,,,./0.png
14.8026483986626,45.4004608668064,,,,,,,./0.png
14.8025931162652,45.4004160478526,,,,,,,./0.png
14.8024311873824,45.4002807890156,,,,,,,./0.png
14.8023805236185,45.4002302185875,,,,,,,./0.png
14.8022384707908,45.4005056992206,,,,,,,./0.png
14.8021062628717,45.4003585209849,,,,,,,./0.png
14.8022047201379,45.4001441567276,,,,,,,./0.png
14.8022331764179,45.4002633505581,,,,,,,./0.png
14.8023448928554,45.3999820573023,,,,,,,./0.png
14.8021551204541,45.3998596173656,,,,,,,./0.png
14.8021993477226,45.3996660323887,,,,,,,./0.png
14.802013079366,45.3994550388756,,,,,,,./0.png
14.8018972502922,45.3993377588936,,,,,,,./0.png
14.8015161344974,45.3991436183188,,,,,,,./0.png
14.8016146974209,45.3992302713627,,,,,,,./0.png
14.801659145706,45.3992676949817,,,,,,,./0.png
14.8017157086036,45.3991639400878,,,,,,,./0.png
14.8013183988959,45.3989989287249,,,,,,,./0.png
14.7939282652031,45.4058088943264,,,,,,,./0.png
14.7939241789046,45.4055853605854,,,,,,,./0.png
14.7936340027372,45.4049853243486,,,,,,,./0.png
14.8532615295875,45.3155580521882,,,,,,,./0.png
14.8538609287595,45.3153884528252,,,,,,,./0.png
14.8538021383931,45.3156830942508,,,,,,,./0.png
14.8540540501035,45.3156431673904,,,,,,,./0.png
