X,Y,Tip,Dimenzija,Tlak,Napomena,Slika,Datum,Ulica,k.b.,Mjesto,Podaci,Oznaka,icon_url
14.7201310065994,45.2693103035918,PH,75mm,,,,,,,,,,./0.png
14.7199443403172,45.2692779817087,PH,75mm,,,,,,,,,,./0.png
14.7195529708188,45.2685305273336,PH,75mm,,,,,,,,,,./0.png
14.7190209000549,45.2674958534014,PH,75mm,,,,,,,,,,./0.png
14.7181468733789,45.2662105748358,PH,75mm,,,,,,,,,,./0.png
14.7179619861879,45.2721858294452,PH,75mm,,,,,,,,,,./0.png
14.7174924595829,45.2729361230078,PH,75mm,,,,,,,,,,./0.png
14.7164063519549,45.2736312560702,PH,75mm,,,,,,,,,,./0.png
14.7151736321043,45.2743575048164,PH,75mm,,,,,,,,,,./0.png
14.713888132072,45.274081053188,PH,75mm,,,,,,,,,,./0.png
14.7140129316291,45.2736579689422,PH,75mm,,,,,,,,,,./0.png
14.7133424578809,45.2735911032197,PH,75mm,,,,,,,,,,./0.png
14.7160081487988,45.2753372335134,PH,75mm,,,,,,,,,,./0.png
14.7145765755585,45.2748494758341,PH,75mm,,,,,,,,,,./0.png
14.7138755243549,45.274231493177,PH,75mm,,,,,,,,,,./0.png
14.7167798383127,45.2763251734896,PH,75mm,,,,,,,,,,./0.png
14.7172446757939,45.2773507690369,PH,75mm,,,,,,,,,,./0.png
14.7733378351023,45.3850592687064,PH,75mm,,,,,,,,,,./0.png
14.7745649918397,45.3851425139809,PH,75mm,,,,,,,,,,./0.png
14.7865222906149,45.3861604245536,PH,75mm,,,,,,,,,,./0.png
14.7879929554544,45.3859159760154,PH,75mm,,,,,,,,,,./0.png
14.7893533134898,45.3861333289414,PH,75mm,,,,,,,,,,./0.png
14.8010180663995,45.4030951465346,PH,75mm,,,,,,,,,,./0.png
14.8009641056373,45.401686602047,PH,75mm,,,,,,,,,,./0.png
14.8024862350306,45.4003283009458,PH,75mm,,,,,,,,,,./0.png
14.7982495126783,45.4054339196251,PH,75mm,,,,,,,,,,./0.png
14.8009769653981,45.398129034173,PH,75mm,,Neispravan,,,,,,,,./0.png
14.8008082203592,45.3999283529688,PH,75mm,,,,,,,,,,./0.png
14.8061474695552,45.3995761975432,PH,75mm,,,,,,,,,,./0.png
14.8062389841228,45.4004734165423,PH,75mm,,,,,,,,,,./0.png
14.8070607825222,45.4014383487398,PH,75mm,,,,,,,,,,./0.png
14.8353136154789,45.3812044191967,PH,52mm,,,,,,,,,,./0.png
14.8371012923095,45.3756304841716,PH,52mm,,,,,,,,,,./0.png
14.8410577137543,45.3671726525037,PH,52mm,,,,,,,,,,./0.png
14.8422843372465,45.3666109184738,PH,52mm,,,,,,,,,,./0.png
14.8368651486252,45.3723960948759,PH,52mm,,,,,,,,,,./0.png
14.8342814930271,45.3805967124562,PH,52mm,,,,,,,,,,./0.png
14.6653122494734,45.3697284548828,PH,75mm,,,,,,,,,,./0.png
14.972512293474,45.4646533471519,PH,75mm,,,,,,,,,,./0.png
14.9753671671552,45.4645228255015,PH,75mm,,,,,,,,,,./0.png
14.9756109284151,45.4632426672887,PH,75mm,,,,,,,,,,./0.png
14.9707570185375,45.4643229625157,PH,75mm,,,,,,,,,,./0.png
14.9680259981633,45.464563021846,PH,75mm,,,,,,,,,,./0.png
14.971104290949,45.4637369744801,PH,75mm,,,,,,,,,,./0.png
14.9727721272627,45.4638682783359,,75mm,,,,,,,,,,./0.png
14.9739098706663,45.46220421435,PH,75mm,,,,,,,,,,./0.png
14.9745930761929,45.4618000205909,PH,75mm,,,,,,,,,,./0.png
14.9740848942367,45.4626981177058,PH,75mm,,,,,,,,,,./0.png
14.9758247984539,45.4597758234665,PH,75mm,,,,,,,,,,./0.png
14.973971143894,45.4601754293838,PH,75mm,,,,,,,,,,./0.png
14.970998662523,45.4612216522854,PH,75mm,,,,,,,,,,./0.png
14.9705727362684,45.4622053756756,PH,75mm,,,,,,,,,,./0.png
14.9710721059628,45.4622663619073,PH,75mm,,,,,,,,,,./0.png
14.9773236087203,45.4489793681473,PH,75mm,,,,,,,,,,./0.png
14.9719373824818,45.4574514904568,PH,75mm,,,,,,,,,,./0.png
14.9672001505825,45.4357688466085,PH,75mm,,,,,,,,,,./0.png
14.950522876381,45.4660613035539,PH,75mm,,,,,,,,,,./0.png
14.9621106867737,45.4640487113601,PH,75mm,,,,,,,,,,./0.png
14.9593287288197,45.4718308563505,,,,,,,,,,,,./0.png
14.9580699602746,45.4710860609798,,,,,,,,,,,,./0.png
14.9507221167032,45.4704717019061,,,,,,,,,,,,./0.png
14.9599894176789,45.5024884686315,,,,,,,,,,,,./0.png
14.8054312582333,45.3969573569395,PH,75mm,,,,,,,,,,./0.png
14.8022160864088,45.3962249873109,PH,75mm,,,,,,,,,,./0.png
14.8038092555363,45.39723713548,PH,75mm,,,,,,,,,,./0.png
14.784355850339,45.3306067517934,PH,75mm,,,,,,,,,,./0.png
14.7861089153012,45.3304222203029,PH,75mm,,,,,,,,,,./0.png
14.8138876157608,45.3193487845003,PH,75mm,,,,,,,,,,./0.png
14.8169725736664,45.3213170155567,PH,75mm,,,,,,,,,,./0.png
14.8336621846358,45.4600041073117,PH,75mm,,,,,,,,,,./0.png
14.8320167508937,45.4599595685629,PH,75mm,,,,,,,,,,./0.png
14.8777738379347,45.4654897649298,PH,75mm,,,,,,,,,,./0.png
14.879043767,45.471195667,PH,75mm,,,,,,,,,,./0.png
0,0,75mm,,,,,,,,,,,./0.png
14.8944491532894,45.3088262652602,,,,,,,,,,,,./0.png
14.8970187457396,45.3070391960388,,,,,,,,,,,,./0.png
14.8988495378715,45.3057488089538,,,,,,,,,,,,./0.png
14.9010706569456,45.3050079277257,,,,,,,,,,,,./0.png
14.9030134690501,45.3047519631218,,,,,,,,,,,,./0.png
14.9045871897673,45.3045391688677,,,,,,,,,,,,./0.png
14.9064816350406,45.3043822632336,,,,,,,,,,,,./0.png
14.9108318752994,45.3033127825527,,,,,,,,,,,,./0.png
14.9093551161585,45.3044797010364,,,,,,,,,,,,./0.png
14.881171132225,45.2971646317303,,,,,,,,,,,,./0.png
14.8839848563964,45.2954870322048,,,,,,,,,,,,./0.png
14.8045300759669,45.4762843992325,PH,75 mm,,,,,,,,,,./0.png
14.9429009021017,45.3682996087306,PH,75 mm,,,,,,,,,,./0.png
14.9427981149417,45.3682249057328,PH,75 mm,,,,,,,,,,./0.png
14.9419253586853,45.3694244663624,PH,75 mm,,,,,,,,,,./0.png
14.8033478504524,45.3938329840638,PH,52 mm,,,,,,,,,,./0.png
14.9011661645082,45.3747482688821,PH,75 mm,,,,,,,,,,./0.png
14.8989795071825,45.3766247205422,PH,75 mm,,,,,,,,,,./0.png
14.9018125749297,45.3746536529212,PH,75 mm,,,,,,,,,,./0.png
14.9017990730812,45.3739002748822,PH,75 mm,,,,,,,,,,./0.png
14.7179815178611,45.3131512542995,PH,75 mm,,,,,,,,,,./0.png
14.7215178060345,45.3114338120064,PH,75 mm,,,,,,,,,,./0.png
14.7194386342865,45.3092426014328,PH,75 mm,,,,,,,,,,./0.png
14.7197421465654,45.3086238087416,PH,75 mm,,,,,,,,,,./0.png
14.7215664728322,45.3037383634492,PH,75 mm,,,,,,,,,,./0.png
14.7206978176916,45.3047756954492,,,,,,,,,,,,./0.png
14.9059603269498,45.4364599560523,PH,75 mm,,,,,,,,Približno,,./0.png
14.9079341744856,45.4388532728232,PH,75 mm,,,,,,,,Približno,,./0.png
14.8938846484804,45.3953725361316,PH,75 mm,,,,,,,,,,./0.png
14.8827020591234,45.3928858582062,PH,,,,,,,,,,,./0.png
14.88431794299,45.3860056742547,PH,,,,,,,,,,,./0.png
14.872770562558,45.3827255036152,PH,,,,,,,,,,,./0.png
14.8920087614042,45.395343906794,,,,,,,,,,,,./0.png
14.8881769606531,45.3951741032833,,,,,,,,,,,,./0.png
14.8860827224496,45.3952787619618,,,,,,,,,,,,./0.png
14.9096103350894,45.4019906128134,,,,,,,,,,,,./0.png
14.9054402116644,45.3995561685758,,,,,,,,,,,,./0.png
14.9011258584386,45.3980233656433,,,,,,,,,,,,./0.png
14.8979146210618,45.3966575431918,,,,,,,,,,,,./0.png
14.9069045549198,45.4255194467445,,,,,,,,,,,,./0.png
14.7224657428524,45.2971841227158,PH,75 mm,,,,,,,,,,./0.png
14.723181329628,45.2975161486157,PH,75 mm,,,,,,,,,,./0.png
14.6895148271778,45.3109361492822,PH,75 mm,,,,,,,,,,./0.png
14.8040365993198,45.3940433879928,PH,52 mm,,,,,,,,,,./0.png
14.8071251857035,45.3185040501055,PH,75 mm,,,,,,,Brestova Draga,,,./0.png
14.6907878801645,45.3320247397494,PH,75 mm,,,,,,,,,,./0.png
14.68956320522,45.3326817978693,PH,75 mm,,,,,,,,,,./0.png
14.6911467488328,45.3329623697677,PH,75 mm,,,,,,,,,,./0.png
14.6928144069118,45.3324602803242,PH,75 mm,,,,,,,,,,./0.png
