X,Y,Tip spoja,Napomena,icon_url
14.796998598066,45.3803443651784,T-komad,,./0.png
14.79712573485,45.38039900676,T-komad,,./0.png
14.7971554151099,45.3804143561091,T-komad,,./0.png
14.7969592735372,45.3805442137718,Ogrlica,,./0.png
14.7971833593592,45.3799865750537,T-komad,,./0.png
14.7965693971832,45.3799395010843,Ogrlica,,./0.png
14.7964287636032,45.3799453641946,Ogrlica,,./0.png
14.7963526824526,45.3799462336053,Ogrlica,,./0.png
14.7962560320049,45.3802680263916,Ogrlica,,./0.png
14.7963070111576,45.3803164827386,Ogrlica,,./0.png
14.7960189652121,45.380348885454,Ogrlica,,./0.png
14.7960195799858,45.38033912765,Ogrlica,,./0.png
14.7960310772593,45.3802197951257,Ogrlica,,./0.png
14.7960483283713,45.3800779536549,Ogrlica,,./0.png
14.7960502043076,45.3800628456115,T-komad,,./0.png
14.7960488764128,45.3799279992997,T-komad,,./0.png
14.7928521026308,45.3798536872539,T-komad,,./0.png
14.7928766659491,45.3798092035905,T-komad,,./0.png
14.7928996515112,45.3796330632027,T-komad,,./0.png
14.7929033903722,45.3796363514288,T-komad,,./0.png
14.7934306957362,45.3793024117115,T-komad,,./0.png
14.7955902297725,45.3779844939907,T-komad,,./0.png
14.7943368452376,45.3774180399277,T-komad,,./0.png
14.795036079257,45.3777011423647,T-komad,,./0.png
14.794067987144,45.3773105388081,T-komad,,./0.png
14.7961948259407,45.3775822009184,T-komad,,./0.png
14.7962028677373,45.377583803931,T-komad,,./0.png
14.794686562231,45.378783638636,Ogrlica,,./0.png
14.7944051280547,45.3791197380872,T-komad,,./0.png
14.7946945609792,45.3793492402636,T-komad,,./0.png
14.7954270789701,45.3798100928358,Ogrlica,,./0.png
14.7956741914884,45.3798586563256,Ogrlica,,./0.png
14.7958987829582,45.3798951309136,Ogrlica,,./0.png
14.7959961141653,45.3799100740864,Ogrlica,,./0.png
14.7963912311506,45.3774800903906,T-komad,,./0.png
14.7962966118992,45.3773276200708,,Spoj na postojeći cjevovod,./0.png
14.7944872545775,45.3795772135794,,Spoj na postojeći cjevovod,./0.png
14.7969130315719,45.3771489084162,T-komad,,./0.png
14.7969188251348,45.3771400682877,T-komad,,./0.png
14.797151811953,45.3762615607981,Ogrlica,,./0.png
14.7972750780137,45.3758364048984,T-komad,,./0.png
14.7974529588406,45.3756236182217,Ogrlica,,./0.png
14.7977681005761,45.3753223743887,T-komad,,./0.png
14.7978232540502,45.3752440871155,T-komad,,./0.png
14.7985070727326,45.3746972613643,T-komad,,./0.png
14.7988581243944,45.3745944375831,Ogrlica,,./0.png
14.7994335618512,45.3745888300994,T-komad,,./0.png
14.7995917369813,45.3746076963489,Ogrlica,,./0.png
14.8000903981887,45.3746242005579,T-komad,,./0.png
14.8010713203602,45.3750196498083,T-komad,,./0.png
14.8012018452216,45.3746821202989,Ogrlica,,./0.png
14.8012283016088,45.3745924630054,Ogrlica,,./0.png
14.8021272682684,45.3767355246043,T-komad,,./0.png
14.8021190881994,45.3767709482863,Ostalo,Kraj cjevovoda,./0.png
14.8007225912512,45.3742813243637,Ogrlica,,./0.png
14.8008123644314,45.3741628723156,Ogrlica,,./0.png
14.8012662199681,45.3735123077306,T-komad,,./0.png
14.8012812173544,45.3735177158084,T-komad,,./0.png
14.8011341839657,45.3734467582385,T-komad,,./0.png
14.8009818828613,45.3733610500242,Ogrlica,,./0.png
14.80097986561,45.3733598632432,Ogrlica,,./0.png
14.8007682437959,45.3732266631536,Ogrlica,,./0.png
14.8006605436673,45.37315817212,T-komad,,./0.png
14.8005353357394,45.3733197919607,Ogrlica,,./0.png
14.8004663950343,45.3734135244667,T-komad,,./0.png
14.8004038683094,45.373501848963,Ogrlica,,./0.png
14.8003014842357,45.3736490227428,Ostalo,,./0.png
14.8003051215576,45.3736438584415,Ogrlica,,./0.png
14.8001075104415,45.3732892867091,Ogrlica,,./0.png
14.8002640350339,45.3733410426364,Ogrlica,,./0.png
14.8005662966397,45.3731108195654,Ogrlica,,./0.png
14.8004781034541,45.37306890557,Ogrlica,,./0.png
14.8003505644058,45.3730087754361,Ogrlica,,./0.png
14.80019758421,45.3729433035648,Ogrlica,,./0.png
14.7999657161698,45.3728447693023,T-komad,,./0.png
14.7998584111318,45.373055631306,Ogrlica,,./0.png
14.7998062645656,45.373137424473,Ogrlica,,./0.png
14.7997747190408,45.3731883981672,Ogrlica,,./0.png
14.7996102394579,45.3734667832453,Ogrlica,,./0.png
14.7995647190904,45.3736197322857,Ogrlica,,./0.png
14.7995558903353,45.3736784082862,T-komad,,./0.png
14.7995481427002,45.3737323224355,Ogrlica,,./0.png
14.7995149454633,45.3739382109027,Ogrlica,,./0.png
14.799486955395,45.374104986963,Ogrlica,,./0.png
14.7994803284124,45.3741523213849,Ogrlica,,./0.png
14.7994687032041,45.374239502774,Ogrlica,,./0.png
14.7994678619421,45.3742454626764,Ogrlica,,./0.png
14.7994623328881,45.3742861936684,Ogrlica,,./0.png
14.7998866860121,45.3728223748943,Ogrlica,,./0.png
14.799739014011,45.3727632937509,Ogrlica,,./0.png
14.7995520172312,45.3726854157372,Ogrlica,,./0.png
14.7994949594151,45.372661652929,Ogrlica,,./0.png
14.7993843946878,45.3726156060175,Ogrlica,,./0.png
14.7992081162827,45.3725422116366,Ogrlica,,./0.png
14.79911971608,45.3725064762881,Ogrlica,,./0.png
14.7988750502292,45.3724119485441,Ogrlica,,./0.png
14.798564853246,45.3722975809371,T-komad,,./0.png
14.7985530288663,45.3724338768108,Ogrlica,,./0.png
14.798537675853,45.3727583198527,T-komad,,./0.png
14.7985344053102,45.3730919094132,Ogrlica,,./0.png
14.7985341246058,45.3733742358268,Ogrlica,,./0.png
14.7985248932401,45.3736702835671,Ogrlica,,./0.png
14.798527779422,45.3736095771185,Ogrlica,,./0.png
14.7985221222894,45.3739345577134,Ogrlica,,./0.png
14.7985230118874,45.3741797774636,Ogrlica,,./0.png
14.7985229855441,45.3741217345855,Ogrlica,,./0.png
14.7985080865201,45.374605059873,T-komad,,./0.png
14.7983090248458,45.3716353024793,T-komad,,./0.png
14.798294246745,45.3716482414443,Ogrlica,,./0.png
14.7983550358843,45.3719111232781,Ogrlica,,./0.png
14.7985218828897,45.3721148566587,Ogrlica,,./0.png
14.7984433297475,45.3720172902822,Ogrlica,,./0.png
14.7981589567956,45.3717601424364,T-komad,,./0.png
14.7981758473519,45.3717471767228,Ogrlica,,./0.png
14.7980800197648,45.3717912485939,Ogrlica,,./0.png
14.7977884881411,45.3752256224638,T-komad,,./0.png
14.7972685301366,45.3748667767077,Ogrlica,,./0.png
14.7969159735672,45.3746870748055,Ogrlica,,./0.png
14.7968728020265,45.3746673817366,Ogrlica,,./0.png
14.7968197303686,45.3746416072004,Ogrlica,,./0.png
14.7963731752378,45.3743343151732,Ogrlica,,./0.png
14.7962358952179,45.3742444095799,Ogrlica,,./0.png
14.7962312728411,45.3742406025652,Ogrlica,,./0.png
14.7958909323185,45.3738879089532,T-komad,,./0.png
14.7958745475532,45.3737348857903,T-komad,,./0.png
14.7955677071938,45.3739394534942,T-komad,,./0.png
14.7958928851709,45.3734551113963,Ogrlica,,./0.png
14.7956577087825,45.3732424503256,Ogrlica,,./0.png
14.7948106259396,45.372321006829,T-komad,Kraj cjevovoda,./0.png
14.7948117459554,45.3723224583022,T-komad,,./0.png
14.7948142490403,45.3723257021496,Ogrlica,,./0.png
14.7949708275667,45.3725438877134,Ogrlica,,./0.png
14.7951022196355,45.3727085509079,Ogrlica,,./0.png
14.7951785771995,45.3728031912014,Ogrlica,,./0.png
14.7953343678816,45.3729693824042,T-komad,,./0.png
14.7953608064822,45.3729901135003,Ogrlica,,./0.png
14.7955866289041,45.3731766903926,Ogrlica,,./0.png
14.7975801878867,45.3719245633947,T-komad,,./0.png
14.7975840606404,45.3719205839799,Ogrlica,,./0.png
14.8033590671304,45.3718500005157,T-komad,,./0.png
14.8033217382867,45.3718184634944,T-komad,,./0.png
14.8033083653579,45.37180791569,T-komad,,./0.png
14.8030092183978,45.371582316767,Ogrlica,,./0.png
14.8028730374424,45.3714869467326,Ogrlica,,./0.png
14.8026449797605,45.3713209541403,Ogrlica,,./0.png
14.8018274297009,45.3712332855527,Ogrlica,,./0.png
14.8015945909877,45.3712147013521,Ogrlica,,./0.png
