X,Y,id,Oznaka,icon_url
14.8044924192482,45.3750858688187,,CS 6,./0.png
14.8010791331391,45.3708348547999,,CS 5,./0.png
14.7978895877784,45.3718122440836,,CS 4,./0.png
14.7948049112244,45.3723056707944,,CS 3,./0.png
14.7971199849484,45.3763918485127,,CS 2,./0.png
14.7928595660101,45.3796545726453,,CS 1,./0.png
14.7921598805445,45.3840503983518,,CS 1,./0.png
14.7971969442434,45.3913039075964,,CS 2,./0.png
14.8089871322077,45.4059438043676,,CS 4,./0.png
14.8076589360431,45.3962303131626,,CS 3,./0.png
14.7957278216863,45.3933576706311,,CS Srednja škola,./0.png
14.8000586731163,45.3976754836534,,CS Radnički dom,./0.png
14.7980886073058,45.4054901769676,,,./0.png
14.8543747216319,45.3382393146262,,CS 1,./0.png
14.8528800859814,45.3291732700036,,CS 2,./0.png
14.8549598797175,45.316739800534,,CS 3,./0.png
14.8485551593045,45.315849114283,,CS 6,./0.png
14.841369012437,45.3162742509958,,CS 12,./0.png
14.8311966311588,45.3198178129786,,CS 7,./0.png
14.8240268981334,45.3219406204918,,CS 8,./0.png
14.8165937842491,45.3245503650683,,CS 10,./0.png
14.8140249109601,45.3284628290597,,CS 9,./0.png
14.8163103211753,45.3211113660009,,CS 11,./0.png
14.7311098660722,45.3214553619857,,CS 6,./0.png
14.7329356550489,45.3205219347824,,CS 5,./0.png
14.7268306657482,45.3143786583587,,CS 4,./0.png
14.7218866126194,45.3118151103928,,CS 3,./0.png
14.7075096894108,45.3023138006857,,CS 2,./0.png
14.712032390771,45.2991558308909,,CS 1,./0.png
14.804507944869,45.4761465820973,,CS 1,./0.png
14.807521364233,45.4764252062494,,CS 2,./0.png
14.7229072910778,45.294427312338,,CS,./0.png
14.7228767474784,45.2902425741186,,CS,./0.png
14.7235962053872,45.2859877927381,,CS,./0.png
14.7219736324972,45.2826285690326,,CS,./0.png
14.7334893639633,45.2831336107271,,CS,./0.png
14.7355818606526,45.2839619583485,,CS,./0.png
14.9376965320295,45.3722703856097,,CS,./0.png
14.9320399570036,45.3726211033068,,CS,./0.png
14.7197009036864,45.2789584933629,,CS,./0.png
14.7318135468434,45.2879756053817,,CS,./0.png
14.7331977972032,45.2887267299567,,CS,./0.png
14.7170699712032,45.2810816059649,,CS,./0.png
