X,Y,Tip okna,Materijal,Oznaka,Napomena,Visina1,Visina2,Visina3,icon_url
14.7962542311436,45.3742497138302,,,K7-RO9,,,,,./0.png
14.7960847808859,45.3741039735733,,,K7-RO8,,,,,./0.png
14.7959115087934,45.3739129387005,,,K7-RO7,,,,,./0.png
14.7958779092826,45.373830181243,,,K7-RO6,,,,,./0.png
14.7958856396818,45.3737230597114,,,K7-RO5,,,,,./0.png
14.7957432153118,45.3737960422672,,,K19-RO1,,,,,./0.png
14.7955956170687,45.3739196426568,,,K19-RO2,,,,,./0.png
14.7959442995164,45.3735587095482,,,K7-RO4,,,,,./0.png
14.7959357866653,45.3735140671904,,,K7-RO3,,,,,./0.png
14.7958655498448,45.3734036896649,,,K7-RO2,,,,,./0.png
14.7956683294429,45.3732444321066,,,K7-RO1,,,,,./0.png
14.7952642558331,45.3728994883862,,,K7-RO2n,,,,,./0.png
14.7976814104691,45.3754192994193,,,K2-RO6,,,,,./0.png
14.7974648456503,45.375629162763,,,K2-RO5,,,,,./0.png
14.7973245461039,45.3757795702759,,,K2-RO4,,,,,./0.png
14.7972359702002,45.3759356362965,,,K2-RO3,,,,,./0.png
14.7971762575145,45.3761087836899,,,K2-RO2,,,,,./0.png
14.797168231758,45.3763324260517,,,K2-RO1,,,,,./0.png
14.7950782630778,45.378527352722,,,K1-RO10,,,,,./0.png
14.7949766460711,45.3786223245686,,,K1-RO9,,,,,./0.png
14.7947688136738,45.3787369963697,,,K1-RO8,,,,,./0.png
14.7944453528509,45.3788806713062,,,K1-RO7,,,,,./0.png
14.794261073083,45.3789572502368,,,K7-RO6,,,,,./0.png
14.7941354165702,45.3790147237285,,,K1-RO5,,,,,./0.png
14.793787428392,45.3791570361914,,,K1-RO4,,,,,./0.png
14.7934526366055,45.3793010519287,,,K1-RO3,,,,,./0.png
14.7931426171086,45.3794414969679,,,K1-RO2,,,,,./0.png
14.7929781576831,45.3795642306846,,,K1-RO1,,,,,./0.png
14.7944264904463,45.3791318237656,,,K4-RO1,,,,,./0.png
14.794623301504,45.3793084568659,,,K4-RO2,,,,,./0.png
14.794902933385,45.3794358460692,,,K4-RO3,,,,,./0.png
14.7952168624289,45.3795762938556,,,K4-RO4,,,,,./0.png
14.7953243780167,45.379697315988,,,K4-RO5,,,,,./0.png
14.7954182622822,45.379801189826,,,K4-RO6,,,,,./0.png
14.7956527710675,45.3798499478358,,,K4-RO7,,,,,./0.png
14.7960646106317,45.3799176001096,,,K4-RO8,,,,,./0.png
14.7962551083451,45.3799367912467,,,K4-RO9,,,,,./0.png
14.7965105773725,45.379937624472,,,K4-RO10,,,,,./0.png
14.7968928071579,45.3799407148169,,,K4-RO11,,,,,./0.png
14.7971516353756,45.3799762061269,,,K4-RO12,,,,,./0.png
14.7971476389208,45.3801009806894,,,K4-RO13,,,,,./0.png
14.7970050353649,45.3803529803703,Kaskadno,,K4-RO14,,,,,./0.png
14.7969359247498,45.3806275925534,,,K4-RO15,,,,,./0.png
14.796066396036,45.3800905499289,,,K5-RO1,,,,,./0.png
14.796033427359,45.3802415448659,,,K5-RO2,,,,,./0.png
14.7960188987983,45.3804181304181,,,K5-RO3,,,,,./0.png
14.7962965787137,45.3803140779278,Kaskadno,,K6-RO1,,,,,./0.png
14.7919864936949,45.3841017051966,,,SK1-RO1,,,,,./0.png
14.7916582871418,45.3841891168953,,,SK1-RO2,,,,,./0.png
14.7912021922127,45.3842907660649,,,SK1-RO3,,,,,./0.png
14.7909110931198,45.3843599056452,,,SK1-RO4,,,,,./0.png
14.7906887448405,45.3844283407834,,,SK1-RO5,,,,,./0.png
14.7905185278534,45.384484752804,,,SK1-RO6,,,,,./0.png
14.7903380768525,45.3845590591493,,,SK1-RO7,,,,,./0.png
14.7901589673583,45.3846460101249,,,SK1-RO8,,,,,./0.png
14.7898917137393,45.3848236692174,,,SK1-RO9,,,,,./0.png
14.7896854258817,45.3850101053648,,,SK1-RO10,,,,,./0.png
14.7895768390298,45.3851590270685,,,SK1-RO11,,,,,./0.png
14.7895173638083,45.3852373280932,,,SK1-RO12,,,,,./0.png
14.7894334738011,45.3854572656692,,,SK1-RO13,,,,,./0.png
14.7894192340728,45.3855921918026,,,SK1-RO14,,,,,./0.png
14.7894523492122,45.3857050822749,,,SK1-RO15,,,,,./0.png
14.7894981459802,45.3858306327666,,,SK1-RO16,,,,,./0.png
14.7896203255335,45.3860892094056,,,SK1-RO17,,,,,./0.png
14.7920500654279,45.3852570457896,,,SK2-RO38,,,,,./0.png
14.7918149495929,45.3851873579041,,,SK2-RO37,,,,,./0.png
14.7914262034452,45.3851458740815,,,SK2-RO36,,,,,./0.png
14.7912443167926,45.3851313579309,,,SK2-RO35,,,,,./0.png
14.7910675212692,45.3851726886592,,,SK2-RO34,,,,,./0.png
14.790919972666,45.385260428649,,,SK2-RO33,,,,,./0.png
14.7906682422301,45.3854645912924,,,SK2-RO32,,,,,./0.png
14.7904243985437,45.3856815857128,,,SK2-RO31,,,,,./0.png
14.7901256449599,45.3859864933836,,,SK2-RO30,,,,,./0.png
14.789980912746,45.3862065510743,,,SK2-RO29,,,,,./0.png
14.7898377364893,45.3864313594012,,,SK2-RO28,,,,,./0.png
14.7898045900578,45.3865473435947,,,SK2-RO27A,,,,,./0.png
14.7897522668078,45.3865772256914,,,SK2-RO27,,,,,./0.png
14.7899536452378,45.3865266863697,,,SK7-RO1,,,,,./0.png
14.7900918853181,45.3864883035919,,,SK7-RO2,,,,,./0.png
14.790402062773,45.38636906122,,,SK7-RO3,,,,,./0.png
14.7906757553357,45.3862554630528,,,SK7-RO4,,,,,./0.png
14.7909519715003,45.3861435761285,,,SK7-RO5,,,,,./0.png
14.7913825086857,45.3858371980974,,,SK7-RO7,,,,,./0.png
14.7914959939765,45.385654617164,,,SK7-RO8,,,,,./0.png
14.7897172616183,45.3867037723474,,,SK2-RO26,,,,,./0.png
14.7896999936824,45.3868709251201,,,SK2-RO25,,,,,./0.png
14.7897246295532,45.3870592994368,,,SK2-RO24,,,,,./0.png
14.7897996146103,45.3871921731749,,,SK2-RO23,,,,,./0.png
14.7899057563101,45.3872906445116,,,SK2-RO22,,,,,./0.png
14.790142389948,45.3874701605853,,,SK2-RO21,,,,,./0.png
14.7903394207427,45.3876881016973,,,SK2-RO20,,,,,./0.png
14.7906778985908,45.3881694580229,,,SK2-RO18,,,,,./0.png
14.7905055972944,45.3879262407234,,,SK2-RO19,,,,,./0.png
14.7908447526411,45.3884211757117,,,SK2-RO17,,,,,./0.png
14.790537228298,45.3884210286551,,,SK6-RO1,,,,,./0.png
14.7902858439028,45.388420877534,,,SK6-RO2,,,,,./0.png
14.7901106680086,45.3884448327753,,,SK6-RO3,,,,,./0.png
14.7900706566148,45.3884986787404,,,SK6-RO4,,,,,./0.png
14.7900954379464,45.3885861731715,,,SK6-RO5,,,,,./0.png
14.7901809880221,45.3887065582639,,,SK6-RO6,,,,,./0.png
14.7903648759302,45.3889502568422,,,SK6-RO7,,,,,./0.png
14.7904617581597,45.3891416921169,,,SK5-RO3,,,,,./0.png
14.7906679068266,45.3891347086853,,,SK5-RO1,,,,,./0.png
14.7906407912783,45.3891665377821,,,SK5-RO2,,,,,./0.png
14.791211913667,45.3889943307571,,,SK2-RO14,,,,,./0.png
14.7910625539634,45.388756348861,,,SK2-RO15,,,,,./0.png
14.7909597984871,45.3885993639648,,,SK2-RO16,,,,,./0.png
14.7913214638643,45.3891610076252,,,SK2-RO13,,,,,./0.png
14.7914386098073,45.3893163415926,,,SK2-RO12,,,,,./0.png
14.7916445242118,45.3895378505646,,,SK2-RO11,,,,,./0.png
14.79187637317,45.3897801681349,,,SK2-RO10,,,,,./0.png
14.7920316329372,45.3899367657949,,,SK2-RO9,,,,,./0.png
14.7922764119987,45.3901658838563,,,SK2-RO8,,,,,./0.png
14.7924695534217,45.390326333751,,,SK2-RO7,,,,,./0.png
14.7927103804407,45.3905240131391,,,SK2-RO6,,,,,./0.png
14.7929461683635,45.3907295015909,,,SK2-RO5,,,,,./0.png
14.7931214549555,45.3908816803462,,,SK2-RO4,,,,,./0.png
14.7933861882365,45.391086144944,,,SK2-RO3,,,,,./0.png
14.7936615747319,45.3912755899391,,,SK2-RO2,,,,,./0.png
14.7939644206026,45.3912667198936,,,SK2-RO1,,,,,./0.png
14.7923217840134,45.389535358506,,,SK4-RO2,,,,,./0.png
14.792050765029,45.389670604043,,,SK4-RO1,,,,,./0.png
14.7915531611917,45.389921135578,,,SK3-RO1,,,,,./0.png
14.7912511153736,45.3900668069486,,,SK3-RO2,,,,,./0.png
14.7909912960272,45.3901921476425,,,SK3-RO3,,,,,./0.png
14.7908915549231,45.3902421147113,,,SK3-RO4,,,,,./0.png
14.7908820623322,45.3900959937592,,,SK22-RO1,,,,,./0.png
14.7911509205368,45.3903487265899,,,SK21-RO1,,,,,./0.png
14.7948201949113,45.3912892314594,,,SK24-RO7,,,,,./0.png
14.7954346083865,45.3912638769128,,,SK24-RO5,,,,,./0.png
14.7960707584946,45.3912796606241,,,SK24-RO3,,,,,./0.png
14.7966328492021,45.391294649152,,,SK24-RO2,,,,,./0.png
14.7970100599583,45.3913002680643,,,SK24-RO1,,,,,./0.png
14.7976794699072,45.3917835992758,,,SK14-RO10,,,,,./0.png
14.7970144752804,45.3917815512461,,,SK14-RO8,,,,,./0.png
14.7964325604838,45.3916132499244,,,SK14-RO6,,,,,./0.png
14.7958510560844,45.3915681898563,,,SK14-RO4,,,,,./0.png
14.7952315006103,45.3916915611985,,,SK14-RO2,,,,,./0.png
14.794278311223,45.3915918914598,,,POST-RO3,,,,,./0.png
14.7940060443492,45.3915801044505,,,SK10-RO1,,,,,./0.png
14.7922901126766,45.3913732277376,,,SK10-RO2,,,,,./0.png
14.7916910739769,45.391198271415,,,SK10-RO3,,,,,./0.png
14.7907523384341,45.3907345175572,,,SK10-RO4,,,,,./0.png
14.7949666864105,45.4035024436196,,,POST-RO9,,,,,./0.png
14.8086811770693,45.4059087850285,,,SK15-RO2,,,,,./0.png
14.8088314712134,45.4059432299708,,,SK15-RO1,,,,,./0.png
14.8057228003346,45.3951843544636,,,POST-RO6,Spoj na postojeći kolektor,,,,./0.png
14.8056354387308,45.3954948203811,,,SK9-RO8,,,,,./0.png
14.8058578302982,45.3955666013741,,,SK9-RO7,,,,,./0.png
14.8060722368422,45.395640776674,,,SK9-RO6,,,,,./0.png
14.8063458917937,45.3957481426143,,,SK9-RO5,,,,,./0.png
14.8065891164459,45.3958369123588,,,SK9-RO4,,,,,./0.png
14.8069366125031,45.3959405611367,,,SK9-RO3,,,,,./0.png
14.8072879509287,45.3960496961772,,,SK9-RO2,,,,,./0.png
14.8075762629512,45.3961849776063,,,SK9-RO1,,,,,./0.png
14.8064793042894,45.3955533610925,,,SK23-RO1,,,,,./0.png
14.8065341615586,45.3954600976447,,,SK23-RO2,,,,,./0.png
14.8085038289202,45.3975802835781,,,SK8-RO7,,,,,./0.png
14.8083249217811,45.3973531617711,,,SK8-RO6,,,,,./0.png
14.808221988953,45.3971891883659,,,SK8-RO5,,,,,./0.png
14.8081304594334,45.397038297946,,,SK8-RO4,,,,,./0.png
14.8079910785731,45.3967950234292,,,SK8-RO3,,,,,./0.png
14.8078508877088,45.3965470010043,,,SK8-RO2,,,,,./0.png
14.8077146044709,45.3963084426592,,,SK8-RO1,,,,,./0.png
14.7947539474448,45.3922611063899,,,SK16-RO4,,,,,./0.png
14.7950644228701,45.3923166241559,,,SK16-RO3,,,,,./0.png
14.7953258949773,45.3924682739531,,,SK16-RO2,,,,,./0.png
14.7955641569653,45.3926120145843,,,SK18-RO1,,,,,./0.png
14.7953393053722,45.3927034126976,,,SK16-RO1,,,,,./0.png
14.7954218775417,45.3927272969826,,,POST-RO7,,,,,./0.png
14.7943121811415,45.391785741304,,,POST-RO4,,,,,./0.png
14.7941465729301,45.3918462073187,,,SK11-RO1,,,,,./0.png
14.7939582244827,45.3919600010338,,,SK11-RO2,,,,,./0.png
14.7938546793846,45.3920902877468,,,SK11-RO3,,,,,./0.png
14.7937828206283,45.3923576207385,Kaskadno,,SK11-RO4,,,,,./0.png
14.7937654651312,45.3925553707099,,,SK11-RO5,,,,,./0.png
14.7937647974972,45.3928244033637,,,SK11-RO6,,,,,./0.png
14.7937453831296,45.3930132158338,,,SK11-RO7,,,,,./0.png
14.7937027248119,45.3931208473663,Kaskadno,,SK11-RO8,,,,,./0.png
14.7935572604386,45.3933705727692,,,SK11-RO9,,,,,./0.png
14.793469572114,45.3935869803813,,,SK11-RO10,,,,,./0.png
14.7935473347298,45.3923709403097,Kaskadno,,SK12-RO1,,,,,./0.png
14.793463345392,45.3922989113857,,,SK13-RO1,,,,,./0.png
14.7934703403529,45.3920293166325,,,SK13-RO2,,,,,./0.png
14.7932987174836,45.3923959122145,,,SK12-RO2,,,,,./0.png
14.7931048147697,45.3924541956686,,,SK12-RO3,,,,,./0.png
14.7928127215482,45.3925502364517,,,SK12-RO4,,,,,./0.png
14.7925603461105,45.3926839130648,,,SK12-RO5,,,,,./0.png
14.792363917556,45.392815401356,,,SK12-RO6,,,,,./0.png
14.7921317772901,45.393033595655,Kaskadno,,SK12-RO7,,,,,./0.png
14.7918663952467,45.3930351901054,,,SK12-RO8,,,,,./0.png
14.7921005486057,45.3931435826435,,,SK20-RO1,,,,,./0.png
14.7984792764462,45.3931041897471,,,,Spoj na postojeći kolektor,,,,./0.png
14.7990238649783,45.3932887774505,,,,,,,,./0.png
14.7991703303041,45.393034737096,,,,,,,,./0.png
14.7993094548043,45.3928454126952,,,,,,,,./0.png
14.7992960986128,45.3927010090956,,,,,,,,./0.png
14.7990618920275,45.3926250203073,,,,,,,,./0.png
14.7995177951018,45.3928929513204,,,,,,,,./0.png
14.7995954925122,45.3927800977906,,,,,,,,./0.png
14.7995654340244,45.3925019919491,,,,,,,,./0.png
14.7993649161163,45.3924348370175,,,,,,,,./0.png
14.7992965077222,45.3924116590278,,,,,,,,./0.png
14.7991219053824,45.3923483169076,,,,,,,,./0.png
14.7990748091043,45.3923301134077,,,,,,,,./0.png
14.7988788106519,45.3922562530631,,,,,,,,./0.png
14.7988251172171,45.3922361185166,,,,,,,,./0.png
14.7996164944191,45.3934925810277,,,,,,,,./0.png
14.8002120848418,45.3937038055539,,,,,,,,./0.png
14.8005019204727,45.3938084708064,,,,,,,,./0.png
14.800365447079,45.3934650605613,,,,,,,,./0.png
14.8006182751875,45.3931330398654,,,,,,,,./0.png
14.8007198250647,45.393003640687,,,,,,,,./0.png
14.8007619793666,45.3929378338946,,,,,,,,./0.png
14.8006372554026,45.3928930558582,,,,,,,,./0.png
14.8001467444506,45.3927289845368,,,,,,,,./0.png
14.8011337114061,45.3930575380008,,,,,,,,./0.png
14.8015283856703,45.3931766664449,,,,,,,,./0.png
14.8016738090388,45.3932221040892,,,,,,,,./0.png
14.8017257129534,45.3931633510376,,,,,,,,./0.png
14.801756588568,45.3931149575428,,,,,,,,./0.png
14.8018060216627,45.3930417425347,,,,,,,,./0.png
14.8018360813589,45.3929934606843,,,,,,,,./0.png
14.8018844126693,45.3929393862187,,,,,,,,./0.png
14.801845447869,45.3928796654092,,,,,,,,./0.png
14.8019425289,45.392746589567,,,,,,,,./0.png
14.8019864515861,45.3926889055214,,,,,,,,./0.png
14.8024248079159,45.3925879834957,,,,,,,,./0.png
14.8019456161011,45.3931401184731,,,,,,,,./0.png
14.8013774008923,45.3933597306493,,,,,,,,./0.png
14.8014488183139,45.3932581051301,,,,,,,,./0.png
14.8015882123615,45.3933020578582,,,,,,,,./0.png
14.8017052300459,45.3933458386478,,,,,,,,./0.png
14.8002735761179,45.3947364164033,,,,Spoj na postojeći kolektor,,,,./0.png
14.8003825723947,45.3946608869275,,,,,,,,./0.png
14.8003702957799,45.3946006328291,,,,,,,,./0.png
14.8006524211929,45.3943048818163,,,,,,,,./0.png
14.8008599714645,45.394030686578,,,,,,,,./0.png
14.8009919595889,45.3938294104977,,,,,,,,./0.png
14.8010444572366,45.3939786040269,,,,,,,,./0.png
14.801378118325,45.3940914337172,,,,,,,,./0.png
14.8014841504878,45.393950103377,,,,,,,,./0.png
14.8013925422911,45.3939161939479,,,,,,,,./0.png
14.8019756323308,45.3942957149385,,,,,,,,./0.png
14.8022315966161,45.3943851784127,,,,,,,,./0.png
14.8024248115743,45.3944541148737,,,,,,,,./0.png
14.8024096770482,45.3941494836039,,,,,,,,./0.png
14.8024914648371,45.3940282527104,,,,,,,,./0.png
14.8025668814224,45.3939040614564,,,,,,,,./0.png
14.8026001997311,45.3937988222733,,,,,,,,./0.png
14.8024230484643,45.3937418408435,,,,,,,,./0.png
14.8028000655573,45.3935212857223,,,,,,,,./0.png
14.802654904914,45.3934700367382,,,,,,,,./0.png
14.8029172325714,45.3933457871845,,,,,,,,./0.png
14.8026331695143,45.3945390854135,,,,,,,,./0.png
14.802700675765,45.3944398255531,,,,,,,,./0.png
14.8030993814039,45.394572212543,,,,,,,,./0.png
14.8035025213913,45.3947109125602,,,,,,,,./0.png
14.80429840273,45.3949592205354,,,,,,,,./0.png
14.8047326327123,45.3950631590531,,,,,,,,./0.png
14.8051999572208,45.3951333535115,,,,,,,,./0.png
14.8030078479919,45.3927860771607,,,,,,,,./0.png
14.8032410785888,45.3928604412783,,,,,,,,./0.png
14.8032374353055,45.3929881131961,,,,,,,,./0.png
14.8031874961282,45.3930614620923,,,,,,,,./0.png
14.8031104545797,45.3930810108388,,,,,,,,./0.png
14.8029651281561,45.3930224259036,,,,,,,,./0.png
14.8034450179311,45.3934809925714,,,,,,,,./0.png
14.9724333046351,45.4647293164463,,,,,,,,./0.png
14.9726677455846,45.4646527058798,,,,,,,,./0.png
14.9729207591894,45.4645646981398,,,,,,,,./0.png
14.9735098690322,45.4643566837227,,,,,,,,./0.png
14.9740484808047,45.4642270230042,,,,,,,,./0.png
14.9743294377982,45.4640616311202,,,,,,,,./0.png
14.9751724523281,45.4644235525213,,,,,,,,./0.png
14.9740645679784,45.4639136073879,,,,,,,,./0.png
14.9738113735102,45.4637691941569,,,,,,,,./0.png
14.9733559853886,45.4638489854989,,,,,,,,./0.png
14.9727430493887,45.4638354221238,,,,,,,,./0.png
14.9723590628789,45.4636629074705,,,,,,,,./0.png
