X,Y,Tip,DN,Napomena,icon_url,x_cord,y_cord
14.803323368678,45.3718198161468,EV,100,,./0.png,367103.992315603,5027164.67599163
14.800794,45.375074,EV,150,,./0.png,366913.50955719,5027530.48457938
14.7969145118149,45.3771435335858,EV,150,,./0.png,366614.525324006,5027766.88924427
14.7985668126538,45.3722974448596,EV,100,,./0.png,366732.547719077,5027225.61867004
14.7994353930445,45.3745890186244,EV,100,,./0.png,366805.961273802,5027478.83742982
14.7994338950676,45.3745874070009,EV,100,,./0.png,366805.840163197,5027478.6608134
14.7971828402839,45.3799878405444,EV,100,,./0.png,366642.228880532,5028082.52521303
14.799960661358,45.3728529325232,EV,100,,./0.png,366843.026675732,5027285.04152022
14.7999531276761,45.3728407486254,EV,100,,./0.png,366842.407995917,5027283.70001989
14.8012644301333,45.3735147323608,EV,100,,./0.png,366946.697378849,5027356.42938053
14.8012682632266,45.3735096738805,EV,100,,./0.png,366946.985739453,5027355.86090791
14.8012620305907,45.3735107533239,EV,100,,./0.png,366946.500102388,5027355.99116747
14.8012772711393,45.3735162927982,EV,100,,./0.png,366947.706806092,5027356.58155912
14.8012791872443,45.3735203070206,EV,150,,./0.png,366947.866299905,5027357.0244815
14.8012835097477,45.3735147898202,EV,150,,./0.png,366948.191917504,5027356.40422347
14.7928630521725,45.3798384434878,EV,150,,./0.png,366303.56949428,5028073.09083078
14.792855638741,45.3798354949446,EV,100,,./0.png,366302.98195369,5028072.77548312
14.792845621252,45.3798489981723,EV,100,,./0.png,366302.229258461,5028074.2927061
14.7942411873614,45.3789508994443,EV,100,,./0.png,366409.40875711,5027972.17159755
14.7942422588988,45.3789467090269,EV,100,,./0.png,366409.482806289,5027971.70414819
14.795572530774,45.3779747582197,EV,150,,./0.png,366511.378253801,5027861.48625996
14.797822233854,45.3752435621233,EV,100,,./0.png,366681.151994798,5027554.24618403
14.7985058738821,45.3746958633314,EV,100,,./0.png,366733.409427744,5027492.24956896
14.7985086963389,45.3746964992934,EV,100,,./0.png,366733.63198519,5027492.31556809
14.7981616535894,45.3717581117633,EV,100,,./0.png,366699.545773954,5027166.35495964
14.8033195384303,45.3718167283734,EV,100,,./0.png,367103.68507023,5027164.33918003
14.8053676142433,45.3722483646607,EV,100,,./0.png,367265.114637515,5027208.92603115
14.80457593853,45.3750801491974,EV,100,,./0.png,367209.734772741,5027524.92083159
14.805811713683,45.3716966560364,EV,125,,./0.png,367298.608767742,5027146.88378388
14.7960486340558,45.379930474455,EV,100,,./0.png,366553.267750098,5028078.03046954
14.792755632021,45.3818034996408,EV,150,,./0.png,366299.789671588,5028291.64111891
14.7921205769716,45.3840460923946,EV,100,,./0.png,366255.345864386,5028541.91030449
14.7921231982433,45.3840404979795,EV,150,,./0.png,366255.537941177,5028541.28425387
14.7894869271376,45.3860182433296,EV,150,,./0.png,366053.763390249,5028765.4514662
14.7894900533116,45.3860247684242,EV,100,,./0.png,366054.023607289,5028766.17138033
14.7896012277768,45.3860998187238,EV,,,./0.png,366062.906669017,5028774.32647872
14.7895873308533,45.3861039391265,EV,100,,./0.png,366061.828172592,5028774.80750152
14.7897932136778,45.3865230074366,EV,100,,./0.png,366078.940107197,5028821.034878
14.7897935757027,45.386529506552,EV,100,,./0.png,366078.98380681,5028821.75650667
14.7897812857685,45.3865289039861,EV,100,,./0.png,366078.02,5028821.71
14.7897759193001,45.3865229046581,EV,150,,./0.png,366077.585599518,5028821.05224083
14.7897742507412,45.3865336096069,EV,150,,./0.png,366077.480225205,5028822.24463343
14.7897869614007,45.3865339515764,EV,100,,./0.png,366078.476362006,5028822.26148031
14.7908470163474,45.3884039841524,EV,100,,./0.png,366165.9,5029028.31
14.7908488782743,45.388400422873,EV,100,,./0.png,366166.037389755,5029027.91114635
14.7912216255398,45.3890037792794,EV,100,,./0.png,366196.648982865,5029094.34079393
14.7918563555459,45.3897538584387,EV,100,,./0.png,366248.12,5029176.64
14.7918605247275,45.3897553605906,EV,100,,./0.png,366248.45,5029176.8
14.7918580752131,45.3897603631971,EV,100,,./0.png,366248.27,5029177.36
14.7936847648766,45.3912947690466,EV,150,,./0.png,366394.92,5029344.84
14.7936956373288,45.3912942116201,EV,150,,./0.png,366395.77,5029344.76
14.7936881678696,45.391292030314,EV,100,,./0.png,366395.18,5029344.53
14.7936817327863,45.3912851851629,EV,100,,./0.png,366394.66,5029343.78
14.7936933684677,45.3912847291281,EV,100,,./0.png,366395.57,5029343.71
14.7936934632233,45.3912815810144,EV,100,,./0.png,366395.57,5029343.36
14.7941773886977,45.3916851808573,EV,100,,./0.png,366434.412329118,5029387.40764992
14.7942989941005,45.39174606953,EV,250,,./0.png,366444.07742504,5029393.97219961
14.7942889978739,45.3917608396182,EV,100,,./0.png,366443.329523848,5029395.63015932
14.7942991983262,45.3917593511885,EV,100,,./0.png,366444.124706699,5029395.44782097
14.7943070532014,45.3917620116312,EV,100,,./0.png,366444.746006739,5029395.73043101
14.7943193853292,45.3917703995743,EV,100,,./0.png,366445.731366528,5029396.64209308
14.7943221682779,45.3917658190913,EV,100,,./0.png,366445.938478523,5029396.1284549
14.7943032658527,45.3917528304347,EV,100,,./0.png,366444.427829153,5029394.7164325
14.7943116536501,45.3917546942898,EV,100,,./0.png,366445.088980047,5029394.90963498
14.7943250470092,45.391759302113,EV,250,,./0.png,366446.148528065,5029395.39945943
14.7943291362369,45.3917554672098,EV,100,,./0.png,366446.45967756,5029394.96650748
14.7937620601426,45.392374734864,EV,100,,./0.png,366403.517373551,5029464.72578363
14.7937668115043,45.3923781058222,EV,100,,./0.png,366403.897342763,5029465.09250093
14.7934968336161,45.3923877769283,EV,100,,./0.png,366382.781256276,5029466.61556132
14.79573454586,45.404601452441,EV,125,,./0.png,366586.744822389,5030820.18103988
14.7957359193917,45.4046057040837,EV,125,,./0.png,366586.862355193,5030820.6512381
14.7957295915991,45.404606438602,EV,125,,./0.png,366586.368734458,5030820.74335871
14.7938172900068,45.4049583137789,EV,125,,./0.png,366437.5,5030863.02
14.7938073351757,45.4049557222215,EV,125,,./0.png,366436.714615332,5030862.74853494
14.7938067687268,45.4049673727054,EV,125,,./0.png,366436.697735212,5030864.0441699
14.7937975534773,45.4049641625946,EV,125,,./0.png,366435.968787903,5030863.70273833
